Time [s],Force Reaction (X) [N],Force Reaction (Y) [N],Force Reaction (Z) [N],Force Reaction (Total) [N],RPM,Feed_mm_per_sec,DOC_mm,sequence_id,Tool_Life_HSS_min
4.35,-2077.3,3858.8,-788.4,4452.7,1000,4,1,9,33.79620799994058
4.4,-2115.3,3978.2,-774.2,4571.6,1000,4,1,9,33.79620799994058
4.45,-1873.0,3986.3,-761.1,4469.6,1000,4,1,9,33.79620799994058
4.5,-1888.7,3508.1,-736.1,4051.6,1000,4,1,9,33.79620799994058
4.55,-1748.2,3889.5,-812.3,4341.0,1000,4,1,9,33.79620799994058
4.6,-1959.4,3950.9,-897.2,4500.4,1000,4,1,9,33.79620799994058
4.65,-1835.3,4228.9,-859.0,4689.3,1000,4,1,9,33.79620799994058
4.7,-1667.0,4264.9,-910.8,4668.8,1000,4,1,9,33.79620799994058
4.75,-1730.8,4020.6,-878.0,4464.5,1000,4,1,9,33.79620799994058
4.8,-1742.1,4290.2,-801.1,4699.2,1000,4,1,9,33.79620799994058
4.85,-1802.8,4069.5,-996.9,4561.2,1000,4,1,9,33.79620799994058
4.9,-1808.2,3812.1,-1053.7,4348.7,1000,4,1,9,33.79620799994058
4.95,-1762.4,3745.7,-955.0,4248.4,1000,4,1,9,33.79620799994058
0.0,-1395.9,2983.7,-850.1,3402.0,3000,4,1,10,33.06172804766116
0.05,-1465.6,3084.2,-790.1,3504.9,3000,4,1,10,33.06172804766116
0.1,-1515.9,3048.1,-918.4,3526.0,3000,4,1,10,33.06172804766116
0.15,-1573.0,3172.0,-810.8,3632.2,3000,4,1,10,33.06172804766116
0.2,-1476.7,3151.8,-715.6,3553.4,3000,4,1,10,33.06172804766116
0.25,-1510.2,3400.2,-749.5,3795.3,3000,4,1,10,33.06172804766116
0.3,-1601.8,3015.0,-605.9,3467.5,3000,4,1,10,33.06172804766116
0.35,-1523.1,3265.1,-576.5,3648.7,3000,4,1,10,33.06172804766116
0.4,-1576.5,2889.8,-595.6,3345.3,3000,4,1,10,33.06172804766116
0.45,-1573.3,2779.3,-654.8,3260.2,3000,4,1,10,33.06172804766116
0.5,-1497.6,2782.0,-611.4,3218.1,3000,4,1,10,33.06172804766116
0.55,-1367.0,3125.3,-537.7,3453.3,3000,4,1,10,33.06172804766116
0.6,-1394.0,2844.2,-623.1,3228.1,3000,4,1,10,33.06172804766116
0.65,-1339.7,3265.5,-616.1,3583.0,3000,4,1,10,33.06172804766116
0.7,-1246.0,3186.7,-613.3,3476.2,3000,4,1,10,33.06172804766116
0.75,-1238.6,3370.7,-703.4,3659.3,3000,4,1,10,33.06172804766116
0.8,-1404.8,3236.6,-718.8,3600.8,3000,4,1,10,33.06172804766116
0.85,-1273.0,3302.8,-716.7,3611.4,3000,4,1,10,33.06172804766116
0.9,-1347.1,3161.6,-766.8,3521.1,3000,4,1,10,33.06172804766116
0.95,-1397.6,3023.8,-893.8,3449.0,3000,4,1,10,33.06172804766116
1.0,-1373.2,2802.5,-785.5,3218.2,3000,4,1,10,33.06172804766116
1.05,-1449.9,3164.2,-811.9,3574.0,3000,4,1,10,33.06172804766116
1.1,-1475.6,2969.2,-797.4,3410.2,3000,4,1,10,33.06172804766116
1.15,-1617.6,3152.3,-810.7,3634.7,3000,4,1,10,33.06172804766116
1.2,-1556.5,3314.1,-735.6,3734.5,3000,4,1,10,33.06172804766116
1.25,-1571.9,3140.2,-721.0,3584.9,3000,4,1,10,33.06172804766116
1.3,-1526.5,3355.1,-722.6,3756.2,3000,4,1,10,33.06172804766116
1.35,-1488.3,2971.4,-659.4,3388.1,3000,4,1,10,33.06172804766116
1.4,-1541.4,3039.8,-557.9,3453.7,3000,4,1,10,33.06172804766116
1.45,-1437.0,2991.5,-655.6,3382.9,3000,4,1,10,33.06172804766116
1.5,-1436.6,2856.8,-671.4,3267.4,3000,4,1,10,33.06172804766116
1.55,-1407.2,2880.2,-673.3,3275.5,3000,4,1,10,33.06172804766116
1.6,-1454.6,3154.8,-578.4,3521.8,3000,4,1,10,33.06172804766116
1.65,-1296.8,3034.0,-588.5,3351.6,3000,4,1,10,33.06172804766116
1.7,-1271.0,3245.7,-529.7,3525.7,3000,4,1,10,33.06172804766116
1.75,-1294.6,3253.1,-634.9,3558.4,3000,4,1,10,33.06172804766116
1.8,-1340.6,3358.0,-709.4,3684.7,3000,4,1,10,33.06172804766116
1.85,-1280.3,3171.9,-764.4,3504.9,3000,4,1,10,33.06172804766116
1.9,-1339.6,2935.3,-783.9,3320.4,3000,4,1,10,33.06172804766116
1.95,-1410.5,3130.9,-788.4,3523.3,3000,4,1,10,33.06172804766116
2.0,-1422.8,2725.6,-871.2,3195.7,3000,4,1,10,33.06172804766116
2.05,-1398.6,2803.2,-834.1,3241.8,3000,4,1,10,33.06172804766116
2.1,-1516.2,3145.5,-798.0,3581.9,3000,4,1,10,33.06172804766116
2.15,-1615.2,3175.8,-706.2,3632.2,3000,4,1,10,33.06172804766116
2.2,-1535.3,3280.2,-692.0,3687.3,3000,4,1,10,33.06172804766116
2.25,-1574.3,3062.0,-659.1,3505.5,3000,4,1,10,33.06172804766116
2.3,-1663.2,3217.9,-670.0,3683.8,3000,4,1,10,33.06172804766116
2.35,-1575.6,3241.7,-643.9,3661.4,3000,4,1,10,33.06172804766116
2.4,-1521.5,3031.0,-614.9,3446.7,3000,4,1,10,33.06172804766116
2.45,-1406.2,3228.9,-621.8,3576.3,3000,4,1,10,33.06172804766116
2.5,-1339.4,2806.4,-560.6,3159.8,3000,4,1,10,33.06172804766116
2.55,-1314.9,3116.2,-567.5,3429.5,3000,4,1,10,33.06172804766116
2.6,-1285.1,3164.6,-599.6,3467.8,3000,4,1,10,33.06172804766116
2.65,-1256.3,3274.9,-686.4,3574.1,3000,4,1,10,33.06172804766116
2.7,-1424.4,3256.1,-622.3,3608.1,3000,4,1,10,33.06172804766116
2.75,-1139.3,3337.3,-799.0,3615.8,3000,4,1,10,33.06172804766116
2.8,-1418.1,2929.5,-791.4,3349.5,3000,4,1,10,33.06172804766116
2.85,-1282.4,3157.4,-801.8,3500.9,3000,4,1,10,33.06172804766116
2.9,-1338.7,2928.5,-779.5,3313.0,3000,4,1,10,33.06172804766116
2.95,-1396.3,3062.2,-818.7,3463.7,3000,4,1,10,33.06172804766116
3.0,-1391.7,2853.7,-860.4,3289.5,3000,4,1,10,33.06172804766116
3.05,-1436.7,3181.6,-869.4,3597.6,3000,4,1,10,33.06172804766116
3.1,-1397.6,3075.1,-726.1,3454.9,3000,4,1,10,33.06172804766116
3.15,-1568.9,3251.7,-858.7,3711.1,3000,4,1,10,33.06172804766116
3.2,-1672.1,3210.7,-771.1,3701.3,3000,4,1,10,33.06172804766116
3.25,-1564.4,3118.6,-761.3,3571.1,3000,4,1,10,33.06172804766116
3.3,-1521.4,3199.6,-689.5,3609.4,3000,4,1,10,33.06172804766116
3.35,-1548.3,3239.8,-622.7,3644.4,3000,4,1,10,33.06172804766116
3.4,-1554.5,2996.3,-578.0,3424.7,3000,4,1,10,33.06172804766116
3.45,-1426.0,3008.4,-586.8,3380.5,3000,4,1,10,33.06172804766116
3.5,-1472.4,2846.3,-573.3,3255.4,3000,4,1,10,33.06172804766116
3.55,-1455.1,3228.0,-629.2,3596.2,3000,4,1,10,33.06172804766116
3.6,-1326.7,2950.5,-571.5,3285.2,3000,4,1,10,33.06172804766116
3.65,-1265.2,3180.0,-707.5,3494.8,3000,4,1,10,33.06172804766116
3.7,-1214.1,3191.8,-616.3,3470.1,3000,4,1,10,33.06172804766116
3.75,-1345.9,3141.4,-694.1,3487.4,3000,4,1,10,33.06172804766116
3.8,-1326.0,2994.8,-770.2,3364.6,3000,4,1,10,33.06172804766116
3.85,-1277.3,3168.4,-806.5,3510.1,3000,4,1,10,33.06172804766116
3.9,-1332.2,3107.9,-718.6,3456.9,3000,4,1,10,33.06172804766116
3.95,-1374.6,3110.2,-835.0,3501.4,3000,4,1,10,33.06172804766116
4.0,-1388.0,2585.3,-874.2,3061.8,3000,4,1,10,33.06172804766116
4.05,-1492.8,2997.8,-871.7,3460.5,3000,4,1,10,33.06172804766116
4.1,-1469.5,2990.2,-719.6,3408.6,3000,4,1,10,33.06172804766116
4.15,-1653.9,3278.2,-776.7,3753.0,3000,4,1,10,33.06172804766116
4.2,-1486.5,3326.9,-718.4,3714.1,3000,4,1,10,33.06172804766116
4.25,-1599.1,3563.6,-592.2,3950.6,3000,4,1,10,33.06172804766116
4.3,-1517.9,3111.8,-709.1,3534.2,3000,4,1,10,33.06172804766116
4.35,-1606.8,3319.5,-677.3,3749.6,3000,4,1,10,33.06172804766116
4.4,-1407.2,3197.0,-632.9,3549.9,3000,4,1,10,33.06172804766116
4.45,-1514.9,3024.9,-533.0,3424.8,3000,4,1,10,33.06172804766116
4.5,-1416.8,2895.7,-702.9,3299.5,3000,4,1,10,33.06172804766116
4.55,-1448.9,3011.7,-640.2,3402.8,3000,4,1,10,33.06172804766116
4.6,-1438.9,3262.2,-699.2,3633.4,3000,4,1,10,33.06172804766116
4.65,-1229.1,3281.5,-626.2,3559.7,3000,4,1,10,33.06172804766116
4.7,-1199.0,3100.9,-736.1,3405.1,3000,4,1,10,33.06172804766116
4.75,-1392.8,3326.9,-667.7,3667.9,3000,4,1,10,33.06172804766116
4.8,-1386.6,3354.5,-855.2,3729.2,3000,4,1,10,33.06172804766116
4.85,-1327.5,3297.2,-688.6,3620.5,3000,4,1,10,33.06172804766116
4.9,-1263.8,3079.0,-792.5,3421.4,3000,4,1,10,33.06172804766116
4.95,-1481.6,3116.7,-813.4,3545.5,3000,4,1,10,33.06172804766116
0.0,-1032.7,2183.7,-679.4,2509.3,5000,4,1,11,32.72567207367328
0.05,-1062.8,2446.8,-542.9,2722.4,5000,4,1,11,32.72567207367328
0.1,-930.0,1991.5,-471.3,2247.9,5000,4,1,11,32.72567207367328
0.15,-867.8,2441.8,-583.6,2656.3,5000,4,1,11,32.72567207367328
0.2,-1043.4,2090.5,-700.4,2439.2,5000,4,1,11,32.72567207367328
0.25,-1013.7,2384.6,-576.8,2654.5,5000,4,1,11,32.72567207367328
0.3,-1016.6,1972.5,-463.6,2266.9,5000,4,1,11,32.72567207367328
0.35,-930.9,2357.0,-515.0,2586.0,5000,4,1,11,32.72567207367328
0.4,-961.2,2094.0,-667.1,2398.7,5000,4,1,11,32.72567207367328
0.45,-1184.8,2407.5,-609.8,2751.7,5000,4,1,11,32.72567207367328
0.5,-1036.7,2082.5,-317.5,2347.8,5000,4,1,11,32.72567207367328
0.55,-859.0,2397.7,-541.2,2603.8,5000,4,1,11,32.72567207367328
0.6,-987.4,2082.4,-711.3,2411.9,5000,4,1,11,32.72567207367328
0.65,-1150.8,2361.3,-556.5,2685.1,5000,4,1,11,32.72567207367328
0.7,-1045.7,2121.4,-480.2,2413.4,5000,4,1,11,32.72567207367328
0.75,-846.2,2447.1,-516.3,2640.2,5000,4,1,11,32.72567207367328
0.8,-980.8,2057.5,-633.9,2365.8,5000,4,1,11,32.72567207367328
0.85,-1029.9,2254.1,-573.2,2543.6,5000,4,1,11,32.72567207367328
0.9,-986.3,2036.9,-485.2,2314.5,5000,4,1,11,32.72567207367328
0.95,-889.0,2431.5,-563.1,2649.5,5000,4,1,11,32.72567207367328
1.0,-991.2,2183.7,-648.5,2484.3,5000,4,1,11,32.72567207367328
1.05,-1130.9,2258.3,-542.9,2583.3,5000,4,1,11,32.72567207367328
1.1,-977.0,2165.3,-445.7,2417.0,5000,4,1,11,32.72567207367328
1.15,-998.7,2399.0,-481.0,2642.7,5000,4,1,11,32.72567207367328
1.2,-941.9,2076.5,-665.5,2375.2,5000,4,1,11,32.72567207367328
1.25,-1166.2,2345.7,-592.5,2685.8,5000,4,1,11,32.72567207367328
1.3,-1063.4,2160.2,-462.2,2451.7,5000,4,1,11,32.72567207367328
1.35,-876.6,2302.9,-667.0,2552.7,5000,4,1,11,32.72567207367328
1.4,-999.6,2101.5,-618.1,2407.8,5000,4,1,11,32.72567207367328
1.45,-1143.1,2366.8,-553.4,2686.1,5000,4,1,11,32.72567207367328
1.5,-1048.7,2137.0,-380.0,2410.6,5000,4,1,11,32.72567207367328
1.55,-904.8,2376.4,-526.9,2596.9,5000,4,1,11,32.72567207367328
1.6,-941.7,2018.4,-626.0,2313.6,5000,4,1,11,32.72567207367328
1.65,-1156.1,2463.0,-546.2,2775.1,5000,4,1,11,32.72567207367328
1.7,-947.9,2179.4,-379.1,2406.7,5000,4,1,11,32.72567207367328
1.75,-852.2,2382.7,-492.5,2578.0,5000,4,1,11,32.72567207367328
1.8,-956.1,2067.2,-661.0,2371.5,5000,4,1,11,32.72567207367328
1.85,-1134.5,2373.7,-526.7,2683.0,5000,4,1,11,32.72567207367328
1.9,-1015.5,2149.4,-418.5,2413.8,5000,4,1,11,32.72567207367328
1.95,-866.6,2518.2,-568.3,2723.1,5000,4,1,11,32.72567207367328
2.0,-1037.5,2082.6,-624.1,2409.0,5000,4,1,11,32.72567207367328
2.05,-1077.9,2368.6,-545.9,2659.0,5000,4,1,11,32.72567207367328
2.1,-1020.1,2065.7,-423.0,2342.4,5000,4,1,11,32.72567207367328
2.15,-847.3,2334.5,-543.5,2542.3,5000,4,1,11,32.72567207367328
2.2,-1056.0,2069.9,-689.0,2423.7,5000,4,1,11,32.72567207367328
2.25,-1062.5,2382.8,-577.8,2672.2,5000,4,1,11,32.72567207367328
2.3,-970.3,1922.4,-489.7,2208.4,5000,4,1,11,32.72567207367328
2.35,-901.1,2508.5,-505.1,2712.9,5000,4,1,11,32.72567207367328
2.4,-1008.0,1995.2,-674.8,2335.1,5000,4,1,11,32.72567207367328
2.45,-1102.2,2400.4,-494.4,2687.2,5000,4,1,11,32.72567207367328
2.5,-981.7,2060.1,-449.9,2326.0,5000,4,1,11,32.72567207367328
2.55,-841.2,2263.0,-514.5,2468.5,5000,4,1,11,32.72567207367328
2.6,-991.8,2178.3,-659.5,2482.7,5000,4,1,11,32.72567207367328
2.65,-1042.8,2265.6,-531.6,2550.1,5000,4,1,11,32.72567207367328
2.7,-1018.5,2093.1,-407.3,2363.1,5000,4,1,11,32.72567207367328
2.75,-778.9,2360.4,-485.5,2532.6,5000,4,1,11,32.72567207367328
2.8,-1013.7,1990.8,-688.4,2337.6,5000,4,1,11,32.72567207367328
2.85,-1173.9,2259.5,-614.2,2619.3,5000,4,1,11,32.72567207367328
2.9,-947.0,2118.8,-404.9,2355.8,5000,4,1,11,32.72567207367328
2.95,-832.7,2394.9,-555.2,2595.6,5000,4,1,11,32.72567207367328
3.0,-950.8,2175.5,-667.6,2466.2,5000,4,1,11,32.72567207367328
3.05,-1054.7,2269.7,-533.9,2559.1,5000,4,1,11,32.72567207367328
3.1,-1027.7,2055.4,-406.6,2333.7,5000,4,1,11,32.72567207367328
3.15,-898.4,2243.2,-593.5,2488.3,5000,4,1,11,32.72567207367328
3.2,-972.5,2039.2,-598.5,2337.2,5000,4,1,11,32.72567207367328
3.25,-1093.5,2280.6,-576.4,2594.0,5000,4,1,11,32.72567207367328
3.3,-994.9,2197.6,-420.2,2448.6,5000,4,1,11,32.72567207367328
3.35,-823.6,2428.8,-514.4,2615.7,5000,4,1,11,32.72567207367328
3.4,-992.8,2145.4,-584.5,2435.2,5000,4,1,11,32.72567207367328
3.45,-1127.7,2384.1,-545.0,2693.1,5000,4,1,11,32.72567207367328
3.5,-1010.3,2164.6,-400.0,2422.1,5000,4,1,11,32.72567207367328
3.55,-885.8,2379.4,-537.4,2595.1,5000,4,1,11,32.72567207367328
3.6,-945.2,1966.7,-698.7,2291.2,5000,4,1,11,32.72567207367328
3.65,-1145.2,2371.4,-528.0,2685.9,5000,4,1,11,32.72567207367328
3.7,-901.6,2224.3,-453.2,2442.5,5000,4,1,11,32.72567207367328
3.75,-879.4,2510.7,-594.7,2725.9,5000,4,1,11,32.72567207367328
3.8,-994.0,1929.1,-633.2,2260.7,5000,4,1,11,32.72567207367328
3.85,-971.2,2416.8,-596.6,2672.1,5000,4,1,11,32.72567207367328
3.9,-1030.2,2214.1,-452.0,2483.5,5000,4,1,11,32.72567207367328
3.95,-882.7,2311.5,-480.4,2520.5,5000,4,1,11,32.72567207367328
4.0,-988.0,1959.7,-639.0,2285.8,5000,4,1,11,32.72567207367328
4.05,-1103.2,2385.5,-603.3,2696.6,5000,4,1,11,32.72567207367328
4.1,-1061.9,2124.5,-408.8,2410.0,5000,4,1,11,32.72567207367328
4.15,-868.3,2260.4,-581.6,2490.3,5000,4,1,11,32.72567207367328
4.2,-1043.3,1956.3,-699.3,2324.7,5000,4,1,11,32.72567207367328
4.25,-1182.8,2303.9,-509.0,2639.3,5000,4,1,11,32.72567207367328
4.3,-1089.0,2012.0,-423.2,2326.6,5000,4,1,11,32.72567207367328
4.35,-814.7,2386.6,-552.0,2581.5,5000,4,1,11,32.72567207367328
4.4,-973.6,2220.6,-759.3,2540.8,5000,4,1,11,32.72567207367328
4.45,-1107.9,2324.7,-647.3,2655.3,5000,4,1,11,32.72567207367328
4.5,-990.5,2082.0,-388.7,2338.1,5000,4,1,11,32.72567207367328
4.55,-874.4,2501.1,-629.2,2723.2,5000,4,1,11,32.72567207367328
4.6,-983.8,2095.9,-653.8,2405.9,5000,4,1,11,32.72567207367328
4.65,-1055.0,2254.6,-565.8,2552.7,5000,4,1,11,32.72567207367328
4.7,-984.8,1909.1,-390.9,2183.4,5000,4,1,11,32.72567207367328
4.75,-872.5,2383.9,-603.9,2609.4,5000,4,1,11,32.72567207367328
4.8,-1003.7,2057.0,-573.4,2359.5,5000,4,1,11,32.72567207367328
4.85,-1053.7,2341.3,-534.1,2622.5,5000,4,1,11,32.72567207367328
4.9,-1039.1,2111.0,-431.5,2392.1,5000,4,1,11,32.72567207367328
4.95,-828.0,2181.5,-565.0,2400.8,5000,4,1,11,32.72567207367328
0.0,-1940.3,3683.9,-1362.1,4380.8,1000,4,3,12,26.25004702463622
0.05,-1828.2,3892.9,-1100.2,4439.3,1000,4,3,12,26.25004702463622
0.1,-2046.4,4095.5,-1222.7,4738.8,1000,4,3,12,26.25004702463622
0.15,-2008.6,4166.2,-1211.9,4781.3,1000,4,3,12,26.25004702463622
0.2,-2111.7,3947.1,-1060.7,4600.5,1000,4,3,12,26.25004702463622
0.25,-1989.4,4340.9,-1068.8,4893.3,1000,4,3,12,26.25004702463622
0.3,-1908.1,4205.6,-1087.8,4744.5,1000,4,3,12,26.25004702463622
0.35,-2044.3,3818.0,-1051.6,4456.7,1000,4,3,12,26.25004702463622
0.4,-1970.7,3829.4,-977.1,4416.2,1000,4,3,12,26.25004702463622
0.45,-1992.4,3731.1,-993.6,4344.9,1000,4,3,12,26.25004702463622
0.5,-1884.1,3605.2,-932.1,4173.3,1000,4,3,12,26.25004702463622
0.55,-1663.9,3690.9,-798.6,4126.6,1000,4,3,12,26.25004702463622
0.6,-1673.2,3768.7,-1061.2,4257.8,1000,4,3,12,26.25004702463622
0.65,-1611.0,4143.2,-895.0,4534.6,1000,4,3,12,26.25004702463622
0.7,-1807.3,4041.0,-953.8,4528.3,1000,4,3,12,26.25004702463622
0.75,-1659.4,4080.0,-1057.0,4529.6,1000,4,3,12,26.25004702463622
0.8,-1702.7,4048.8,-1117.8,4532.3,1000,4,3,12,26.25004702463622
0.85,-1756.2,4164.4,-1127.6,4658.1,1000,4,3,12,26.25004702463622
0.9,-1677.6,3766.5,-1214.8,4298.4,1000,4,3,12,26.25004702463622
0.95,-1902.9,3683.9,-1236.5,4326.8,1000,4,3,12,26.25004702463622
1.0,-1935.8,3606.8,-1167.3,4256.6,1000,4,3,12,26.25004702463622
1.05,-1950.2,4175.9,-1217.6,4767.0,1000,4,3,12,26.25004702463622
1.1,-2083.8,3812.4,-1237.7,4517.5,1000,4,3,12,26.25004702463622
1.15,-1977.4,3915.3,-1270.3,4566.5,1000,4,3,12,26.25004702463622
1.2,-1980.0,4087.9,-1235.6,4707.2,1000,4,3,12,26.25004702463622
1.25,-2137.0,4037.1,-1139.2,4707.7,1000,4,3,12,26.25004702463622
1.3,-1934.3,4077.5,-1118.7,4649.6,1000,4,3,12,26.25004702463622
1.35,-2161.2,3881.6,-957.6,4544.8,1000,4,3,12,26.25004702463622
1.4,-1970.6,3910.0,-939.1,4478.1,1000,4,3,12,26.25004702463622
1.45,-1977.9,3970.4,-953.5,4537.1,1000,4,3,12,26.25004702463622
1.5,-1945.6,4111.0,-995.7,4655.9,1000,4,3,12,26.25004702463622
1.55,-1701.1,3712.1,-859.6,4172.8,1000,4,3,12,26.25004702463622
1.6,-1762.3,3850.6,-956.4,4341.3,1000,4,3,12,26.25004702463622
1.65,-1803.3,4043.4,-1029.4,4545.4,1000,4,3,12,26.25004702463622
1.7,-1702.2,4056.9,-1062.3,4525.9,1000,4,3,12,26.25004702463622
1.75,-1446.5,3792.2,-900.8,4157.5,1000,4,3,12,26.25004702463622
1.8,-1802.7,4112.2,-968.2,4593.2,1000,4,3,12,26.25004702463622
1.85,-1757.3,4171.0,-1199.9,4682.5,1000,4,3,12,26.25004702463622
1.9,-1761.9,3934.0,-1114.3,4452.2,1000,4,3,12,26.25004702463622
1.95,-1839.7,3895.3,-1327.1,4507.7,1000,4,3,12,26.25004702463622
2.0,-1839.1,3663.9,-1119.9,4249.7,1000,4,3,12,26.25004702463622
2.05,-2019.0,3820.7,-1295.2,4511.3,1000,4,3,12,26.25004702463622
2.1,-1987.1,3648.8,-1232.2,4333.7,1000,4,3,12,26.25004702463622
2.15,-1937.6,3884.8,-1066.1,4470.2,1000,4,3,12,26.25004702463622
2.2,-2082.8,4054.2,-1048.1,4676.9,1000,4,3,12,26.25004702463622
2.25,-2092.3,4135.0,-1041.6,4749.8,1000,4,3,12,26.25004702463622
2.3,-2092.6,4065.8,-1086.2,4700.0,1000,4,3,12,26.25004702463622
2.35,-2031.7,3991.8,-1152.5,4625.0,1000,4,3,12,26.25004702463622
2.4,-2089.5,3714.5,-919.0,4359.8,1000,4,3,12,26.25004702463622
2.45,-1917.0,3930.7,-864.2,4457.8,1000,4,3,12,26.25004702463622
2.5,-1895.5,3673.7,-943.7,4240.2,1000,4,3,12,26.25004702463622
2.55,-1874.9,3830.7,-899.2,4358.7,1000,4,3,12,26.25004702463622
2.6,-1793.0,3693.6,-952.6,4214.9,1000,4,3,12,26.25004702463622
2.65,-1810.5,4028.9,-906.4,4509.0,1000,4,3,12,26.25004702463622
2.7,-1720.6,4051.8,-989.0,4511.7,1000,4,3,12,26.25004702463622
2.75,-1643.0,4262.7,-1098.6,4698.6,1000,4,3,12,26.25004702463622
2.8,-1572.3,4059.1,-1143.0,4500.5,1000,4,3,12,26.25004702463622
2.85,-1656.9,4106.4,-1172.3,4580.6,1000,4,3,12,26.25004702463622
2.9,-1766.6,3714.7,-1180.4,4279.4,1000,4,3,12,26.25004702463622
2.95,-1866.2,3743.3,-1249.7,4365.4,1000,4,3,12,26.25004702463622
3.0,-1966.3,3620.2,-1299.6,4319.9,1000,4,3,12,26.25004702463622
3.05,-1936.7,3639.4,-1195.2,4292.4,1000,4,3,12,26.25004702463622
3.1,-1968.0,4215.0,-1305.4,4831.5,1000,4,3,12,26.25004702463622
3.15,-1948.7,4003.8,-1089.9,4584.3,1000,4,3,12,26.25004702463622
3.2,-2034.7,4031.1,-1124.8,4653.5,1000,4,3,12,26.25004702463622
3.25,-2151.6,4139.9,-1154.4,4806.3,1000,4,3,12,26.25004702463622
3.3,-2088.8,4217.9,-897.2,4791.5,1000,4,3,12,26.25004702463622
3.35,-1999.7,4123.7,-1062.1,4704.4,1000,4,3,12,26.25004702463622
3.4,-1875.1,3986.9,-1000.0,4517.9,1000,4,3,12,26.25004702463622
3.45,-2038.9,3746.6,-891.4,4357.6,1000,4,3,12,26.25004702463622
3.5,-1989.9,3634.6,-910.1,4242.4,1000,4,3,12,26.25004702463622
3.55,-1801.9,3627.4,-978.8,4166.9,1000,4,3,12,26.25004702463622
3.6,-1844.7,3790.8,-950.7,4321.7,1000,4,3,12,26.25004702463622
3.65,-1775.6,4285.9,-1052.5,4757.0,1000,4,3,12,26.25004702463622
3.7,-1584.4,4118.1,-1046.5,4534.8,1000,4,3,12,26.25004702463622
3.75,-1873.6,4077.7,-1141.1,4630.4,1000,4,3,12,26.25004702463622
3.8,-1777.8,4232.0,-1112.1,4723.0,1000,4,3,12,26.25004702463622
3.85,-1693.9,4036.4,-1289.5,4563.4,1000,4,3,12,26.25004702463622
3.9,-1750.8,3881.6,-1299.5,4452.1,1000,4,3,12,26.25004702463622
3.95,-1887.5,3922.1,-1305.4,4544.2,1000,4,3,12,26.25004702463622
4.0,-1855.4,3759.5,-1252.0,4375.3,1000,4,3,12,26.25004702463622
4.05,-1854.3,3752.0,-1269.0,4373.4,1000,4,3,12,26.25004702463622
4.1,-1890.7,3898.4,-1116.2,4474.2,1000,4,3,12,26.25004702463622
4.15,-1940.1,3812.0,-1129.1,4423.8,1000,4,3,12,26.25004702463622
4.2,-1981.0,3997.6,-1136.0,4603.9,1000,4,3,12,26.25004702463622
4.25,-1998.3,4158.5,-1094.1,4741.7,1000,4,3,12,26.25004702463622
4.3,-2033.4,4077.4,-1070.1,4680.3,1000,4,3,12,26.25004702463622
4.35,-2058.9,4056.3,-875.3,4632.4,1000,4,3,12,26.25004702463622
4.4,-2049.4,3925.3,-938.3,4526.4,1000,4,3,12,26.25004702463622
4.45,-2022.3,3883.7,-1032.3,4498.7,1000,4,3,12,26.25004702463622
4.5,-1863.0,3326.4,-963.8,3932.5,1000,4,3,12,26.25004702463622
4.55,-1922.2,3758.5,-873.4,4310.9,1000,4,3,12,26.25004702463622
4.6,-1814.3,3998.9,-919.0,4486.4,1000,4,3,12,26.25004702463622
4.65,-1827.1,4137.8,-961.3,4624.3,1000,4,3,12,26.25004702463622
4.7,-1670.2,4342.9,-1067.0,4773.8,1000,4,3,12,26.25004702463622
4.75,-1712.7,3895.4,-1071.4,4388.1,1000,4,3,12,26.25004702463622
4.8,-1638.6,4223.0,-1050.4,4650.0,1000,4,3,12,26.25004702463622
4.85,-1744.2,3841.6,-987.3,4333.0,1000,4,3,12,26.25004702463622
4.9,-1641.4,3935.2,-1127.3,4410.3,1000,4,3,12,26.25004702463622
4.95,-1761.5,3869.3,-1293.3,4443.8,1000,4,3,12,26.25004702463622
0.0,-1032.7,2183.7,-679.4,2509.3,3000,4,3,13,25.67956487805868
0.05,-1062.8,2446.8,-542.9,2722.4,3000,4,3,13,25.67956487805868
0.1,-930.0,1991.5,-471.3,2247.9,3000,4,3,13,25.67956487805868
0.15,-867.8,2441.8,-583.6,2656.3,3000,4,3,13,25.67956487805868
0.2,-1043.4,2090.5,-700.4,2439.2,3000,4,3,13,25.67956487805868
0.25,-1013.7,2384.6,-576.8,2654.5,3000,4,3,13,25.67956487805868
0.3,-1016.6,1972.5,-463.6,2266.9,3000,4,3,13,25.67956487805868
0.35,-930.9,2357.0,-515.0,2586.0,3000,4,3,13,25.67956487805868
0.4,-961.2,2094.0,-667.1,2398.7,3000,4,3,13,25.67956487805868
0.45,-1184.8,2407.5,-609.8,2751.7,3000,4,3,13,25.67956487805868
0.5,-1036.7,2082.5,-317.5,2347.8,3000,4,3,13,25.67956487805868
0.55,-859.0,2397.7,-541.2,2603.8,3000,4,3,13,25.67956487805868
0.6,-987.4,2082.4,-711.3,2411.9,3000,4,3,13,25.67956487805868
0.65,-1150.8,2361.3,-556.5,2685.1,3000,4,3,13,25.67956487805868
0.7,-1045.7,2121.4,-480.2,2413.4,3000,4,3,13,25.67956487805868
0.75,-846.2,2447.1,-516.3,2640.2,3000,4,3,13,25.67956487805868
0.8,-980.8,2057.5,-633.9,2365.8,3000,4,3,13,25.67956487805868
